,SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
Slc35f2,1,0,1,1,0,1,0,0,1
Sln,0,0,2,0,0,0,0,1,0
Elmod1,0,0,4,5,0,0,0,6,0
Tnfaip8l3,0,1,0,2,0,1,0,0,0
Cyp19a1,0,0,0,0,0,0,0,0,0
Gldnos,0,0,0,0,0,0,0,0,0
Gldn,0,0,0,3,4,2,0,0,1
Dmxl2,5876,5176,6595,5151,8708,7821,5989,5038,7871
Sh2d7,50,34,38,26,66,47,42,35,45
Cib2,801,558,636,519,926,820,739,596,792
Idh3a,1089,1097,457,299,408,526,361,249,365
Acsbg1,1,1,10,9,5,5,2,11,1
Dnaja4,31,34,17,37,25,30,16,25,31
Mir5710,0,0,0,0,0,0,0,0,0
Wdr61,419,421,280,232,299,297,195,209,269
Crabp1,0,0,0,0,0,0,0,0,0
Ireb2,1112,955,860,710,1072,1043,696,573,795
Hykk,5,7,0,2,2,2,4,4,3
AY074887,142,118,99,54,78,106,64,52,81
Psma4,1280,1271,816,587,802,878,615,516,688
Chrna5,0,0,1,0,0,0,0,0,0
Chrna3,0,0,0,0,0,0,0,0,0
Chrnb4,3,1,8,2,8,4,3,2,2
Ube2q2,382,308,306,259,409,354,261,212,283
Fbxo22,910,712,592,459,617,669,532,482,629
Nrg4,387,307,272,180,193,299,263,208,295
Tmem266,1,0,1,2,0,0,1,1,0
Etfa,2095,1732,961,724,1124,1148,920,796,1072
Isl2,0,1,0,0,0,0,0,1,0
Scaper,253,202,131,122,176,182,168,108,182
4930563M21Rik,0,0,0,0,0,0,0,0,0
Gm7444,0,0,0,0,0,0,0,0,0
Rcn2,276,275,227,204,238,241,164,140,187
Pstpip1,6,13,18,5,13,11,13,12,18
Tspan3,91,109,44,52,36,33,20,46,47
Peak1,30,28,31,22,20,21,29,33,21
Hmg20a,247,235,113,138,133,150,171,144,233
Lingo1,0,0,0,2,0,0,0,0,0
Odf3l1,4,4,2,4,1,4,2,0,4
Cspg4,298,346,319,234,272,361,82,55,92
Snx33,94,81,62,56,65,64,56,51,92
Imp3,370,289,269,218,297,311,271,231,291
Snupn,129,121,72,39,61,70,57,41,66
Ptpn9,634,570,521,550,711,629,560,465,654
Gm10658,40,38,37,42,52,48,32,26,49
Sin3a,1102,975,367,389,478,514,595,481,735
2700012I20Rik,3,3,1,1,2,4,0,4,2
Man2c1os,92,73,59,46,65,69,52,27,65
Man2c1,923,795,818,597,958,932,592,447,774
Neil1,123,111,62,67,74,73,93,82,83
Commd4,439,429,297,254,306,316,284,216,334
1700041C23Rik,0,0,0,0,0,0,0,0,0
Trcg1,3,1,9,12,25,10,2,1,3
1700017B05Rik,1395,1367,1186,1195,1633,1435,767,519,896
Ppcdc,396,410,163,152,236,200,215,169,238
4930430J02Rik,0,0,0,0,2,0,0,0,0
Scamp5,68,53,88,39,47,60,17,27,31
Rpp25,8,7,1,2,2,4,1,2,1
Cox5a,2280,2086,1132,891,1340,1319,962,909,1127
Fam219b,493,324,334,258,285,403,364,288,454
Mpi,248,227,142,96,141,176,124,137,165
Scamp2,1882,1611,1535,1322,2036,2018,1410,1188,1746
Ulk3,325,240,258,213,299,312,291,207,363
Cplx3,0,0,0,0,0,0,0,0,0
Lman1l,0,2,2,4,1,2,0,2,2
Csk,2911,2450,1641,1515,2048,2020,1786,1340,2070
Cyp1a2,0,0,0,0,0,0,0,0,0
Cyp1a1,0,0,2,0,0,0,0,0,0
Edc3,368,316,166,113,155,245,190,173,227
Clk3,755,686,560,609,904,776,550,424,618
Arid3b,115,93,97,98,155,149,87,75,128
Ubl7,398,333,205,215,322,324,269,232,267
Sema7a,11,30,12,10,3,8,7,11,1
Cyp11a1,0,0,0,0,0,0,0,0,0
Ccdc33,0,0,0,0,0,0,0,0,0
Gm16130,0,0,0,0,0,0,0,0,0
Stra6,2,4,0,0,0,0,0,0,0
Islr,0,0,0,0,0,0,0,1,0
Islr2,0,0,0,1,0,0,0,1,0
1600029O15Rik,0,0,0,0,0,0,0,0,0
Pml,363,317,105,138,149,125,211,141,234
Mir6385,0,1,0,1,1,2,2,1,0
Stoml1,92,89,97,64,67,113,89,83,122
Loxl1,0,0,0,0,1,0,2,0,0
Tbc1d21,0,0,0,0,0,0,0,0,0
1700072B07Rik,0,0,0,0,0,0,0,0,0
4930461G14Rik,0,0,0,0,0,0,0,0,0
Insyn1,0,0,0,1,0,0,0,0,0
Cd276,29,19,32,19,24,40,33,23,19
Nptn,1960,1720,1431,1147,1727,1688,1387,1198,1571
Rec114,22,17,11,16,19,18,7,6,12
Hcn4,0,0,3,0,0,0,0,0,0
Neo1,7,5,8,3,1,6,0,4,4
Adpgk,437,455,338,261,385,356,303,239,327
Bbs4,97,69,57,69,69,87,42,51,94
Arih1,1659,1597,1622,1388,2099,1945,1238,1057,1473
Gm20199,11,5,24,11,16,26,15,19,14
Tmem202,22,18,20,21,23,24,22,14,27
Hexa,7765,6164,5584,4992,7175,6902,5180,4304,6168
Celf6,0,0,1,5,0,0,0,0,0
Parp6,220,201,135,129,176,176,130,130,169
Pkm,12009,14133,6360,4425,6699,7082,4198,3363,5214
LOC115487221,20,8,12,17,25,23,3,4,4
Gramd2,3,3,9,2,5,7,4,4,6
Senp8,80,86,31,23,13,30,40,56,58
Myo9a,1217,1031,1077,939,1163,1194,906,878,1315
Gm20275,24,20,22,17,22,23,17,16,28
Nr2e3,0,0,0,0,0,0,0,1,0
Gm7616,0,0,0,0,0,0,0,0,0
Thsd4,10,5,1,2,3,3,5,1,4
9230112J17Rik,0,1,0,0,0,0,0,0,0
Lrrc49,67,50,45,28,40,51,24,26,23
Larp6,0,0,0,0,0,0,0,1,0
Uaca,43,34,9,19,34,9,11,14,9
Gm5122,0,0,1,0,0,0,0,0,0
4933433G08Rik,0,0,0,0,0,0,0,0,0
I730028E13Rik,0,0,0,0,0,0,0,0,0
B930092H01Rik,0,0,0,0,0,0,0,0,0
Tle3,1628,1602,1273,1182,1168,1615,1089,931,1097
Rplp1,7533,7123,5142,4463,6828,6447,4650,4075,5452
Kif23,2530,2255,345,423,482,353,541,374,623
Paqr5,6,1,3,3,1,4,2,2,3
Glce,381,270,266,225,309,324,250,196,260
Mir5133,0,0,0,0,0,0,0,0,0
A730043L09Rik,0,0,0,0,0,0,0,0,0
Spesp1,0,0,0,0,0,0,0,0,0
Anp32a,1905,1729,882,972,1227,1114,1073,906,1280
Gm20346,257,282,138,138,181,164,152,136,151
Coro2b,571,589,402,332,406,492,427,358,435
Itga11,0,0,4,3,3,7,3,1,0
Fem1b,502,493,352,295,446,372,281,236,363
Cln6,819,723,321,306,450,410,352,257,390
Gm10653,76,75,34,31,67,36,25,21,41
Calml4,1,0,0,0,1,1,0,2,2
Pias1,567,477,427,428,612,524,416,327,497
Skor1,0,0,2,5,7,4,3,2,0
Map2k5,318,241,197,178,320,267,190,159,213
2300009A05Rik,51,42,51,45,51,75,42,25,43
Iqch,0,2,0,1,0,0,0,0,1
Aagab,744,621,401,403,491,507,406,420,553
Smad3,7,2,10,10,19,13,12,10,9
Smad6,22,28,6,14,16,4,12,9,11
1700055C04Rik,0,0,0,0,0,0,0,0,0
1110036E04Rik,0,0,0,0,0,0,0,0,0
Scarletltr,0,0,0,0,0,0,0,0,0
Lctl,75,81,5,6,6,6,3,10,12
Zwilch,480,513,67,50,31,45,63,47,87
Rpl4,10251,9679,6899,5962,8244,8011,5599,4574,6418
Snord16a,9,7,9,9,9,8,3,3,5
Snapc5,266,251,166,140,224,225,157,148,248
Map2k1,1826,1554,1153,1107,1526,1596,1344,982,1540
Uchl4,11,8,4,5,6,9,7,4,3
Tipin,373,418,127,68,69,113,96,41,108
Dis3l,481,409,224,254,250,251,296,235,324
Megf11,19,7,14,14,32,24,7,4,11
Rab11a,931,876,840,662,1001,919,680,561,792
Dennd4a,1004,861,1608,1152,3007,2425,1103,895,1470
Slc24a1,1,6,10,10,22,2,3,5,4
Ints14,425,434,308,202,320,342,225,198,263
Hacd3,831,736,523,438,611,597,485,443,580
Dpp8,1638,1491,1223,1014,1265,1383,1106,911,1344
Igdcc4,0,1,0,2,0,0,1,3,1
Igdcc3,0,0,0,0,0,1,0,0,0
Rnu5g,0,0,0,0,1,1,0,1,1
Parp16,102,91,125,121,156,138,217,180,280
Cilp,0,0,0,0,0,0,0,0,0
Clpx,461,407,315,236,363,369,266,218,273
Pdcd7,194,185,154,110,176,190,126,127,169
Ubap1l,15,10,12,5,16,9,11,7,6
Kbtbd13,0,0,1,0,0,0,0,0,0
Rasl12,0,0,5,0,1,2,4,3,0
Slc51b,0,0,0,0,0,0,0,0,0
Mtfmt,114,108,136,59,112,137,54,66,83
Spg21,1147,955,1010,686,1092,1155,614,525,737
Ankdd1a,0,0,1,0,7,3,0,2,0
Plekho2,1497,1207,1812,1681,2521,2285,1070,809,1304
Pif1,189,156,27,23,17,26,27,14,43
Rbpms2,1,0,0,3,0,0,0,0,0
Oaz2,108,72,69,55,98,76,60,63,61
Zfp609,700,545,501,505,720,667,484,389,674
Trip4,557,535,283,276,320,385,349,262,346
Pclaf,1936,2122,123,123,142,118,178,150,203
Csnk1g1,546,434,484,424,538,588,392,329,465
Ppib,2462,2414,1330,1115,1492,1443,1100,832,1314
Snx22,1546,1528,799,676,968,884,633,553,842
Snx1,5946,5973,2763,2671,3211,3611,3816,2991,4603
Ciao2a,2783,2840,1253,917,1317,1390,1006,815,1243
Dapk2,1,0,3,0,0,2,0,0,0
Herc1,1838,1480,1174,1164,1558,1323,1258,955,1728
Fbxl22,76,67,46,48,71,77,47,48,60
Usp3,613,499,568,463,772,671,430,332,413
Car12,0,0,0,0,0,0,0,1,0
Aph1b,80,60,38,50,74,69,52,32,44
Aph1c,69,52,72,82,152,99,60,47,62
Rab8b,3968,4267,3674,2607,4013,4028,2377,1910,2615
Rps27l,1000,1026,505,419,571,536,416,443,500
Lactb,536,441,343,351,446,412,362,259,389
Tpm1,44,47,39,26,30,41,24,16,20
Gm10646,0,0,0,0,0,0,0,0,0
Gm19299,0,0,0,0,0,0,0,0,0
Tln2,34,51,32,42,41,27,12,13,11
Mir190a,0,0,0,0,0,0,0,0,0
Mir7241,0,0,0,0,0,0,0,0,0
Mir7242,0,0,0,0,0,0,0,0,0
M5C1000I18Rik,0,0,0,0,0,0,0,0,0
C2cd4b,0,0,0,0,0,0,0,0,0
C2cd4a,0,0,0,0,0,0,0,0,0
Vps13c,3586,3128,2286,2363,3079,2631,2090,1528,2637
Gm20745,0,0,0,0,0,0,0,0,0
4930502A04Rik,0,0,0,0,0,0,0,0,0
Rora,431,284,271,475,724,393,459,423,547
9530091C08Rik,0,0,0,0,0,0,0,0,0
Gm15511,6,10,4,5,20,10,9,11,10
Ice2,153,175,138,63,88,127,119,95,142
Anxa2,17731,16725,12933,10503,15917,15475,12827,10460,14756
Mir3109,1,1,2,0,2,3,3,1,5
Foxb1,0,0,0,0,0,0,0,0,0
B230323A14Rik,0,0,0,0,0,0,0,0,0
Bnip2,2060,1784,1510,1429,1777,1655,1467,1116,1690
Gtf2a2,303,240,208,182,228,203,184,119,161
Gcnt3,0,0,0,0,0,0,0,0,0
Fam81a,0,1,0,1,0,0,0,2,0
Myo1e,1534,1278,1467,922,1304,1854,989,728,1276
Mir5626,0,0,1,2,1,0,0,0,0
Ccnb2,1465,1249,188,144,172,180,241,137,243
Rnf111,977,840,830,697,1018,1040,822,653,982
Sltm,1012,902,826,620,857,942,684,519,759
Mindy2,1407,1360,851,754,1050,1097,933,799,1203
Adam10,3614,3396,2173,1795,2626,2738,1805,1512,2022
Lipc,3,3,0,0,3,1,0,0,0
Gm46120,0,0,0,0,0,0,0,0,0
Aqp9,62,42,25,18,26,28,24,10,23
Gm32511,0,0,0,2,0,0,0,0,0
Gm3458,0,0,0,0,0,0,0,0,0
Aldh1a2,23,23,3,11,15,8,8,4,9
Polr2m,970,906,752,542,704,760,514,414,593
Myzap,1,2,4,1,4,5,6,4,3
Cgnl1,2,2,5,8,12,5,8,7,4
Tcf12,622,606,447,452,690,541,449,372,535
Zfp280d,241,224,175,143,173,188,174,143,167
BC065403,0,0,0,0,0,0,0,0,0
Mns1,121,119,7,5,5,4,13,6,26
Tex9,196,155,98,91,125,112,120,107,137
4930509E16Rik,0,0,0,2,0,1,1,0,1
Rfx7,694,621,593,537,788,667,599,463,714
Nedd4,5,7,13,10,13,8,18,27,16
Gm27204,0,0,0,0,0,0,0,0,0
Prtg,0,0,0,0,0,0,0,0,0
Pygo1,1,0,0,2,0,0,0,0,0
Dnaaf4,20,6,5,12,16,14,10,13,10
Ccpg1os,12,8,14,8,10,8,15,10,12
Ccpg1,1714,1087,2050,2389,3237,2732,2125,1915,2454
Pigb,211,174,170,139,212,193,126,142,191
Pigbos1,83,54,24,26,44,38,34,57,52
Rab27a,554,429,143,193,205,200,240,200,265
Khdc3,7,3,0,1,0,2,2,2,1
Rsl24d1,299,215,225,200,225,258,155,146,175
Gm27211,0,0,0,0,0,0,0,0,0
Unc13c,0,0,2,3,0,0,0,5,0
Wdr72,0,0,0,0,0,0,0,0,0
Gm16551,0,0,0,0,0,0,0,0,0
Onecut1,0,0,0,0,0,0,0,0,0
Fam214a,143,90,75,113,162,136,158,126,177
Gm51280,0,0,0,1,0,1,2,0,1
Arpp19,1121,1081,634,524,708,698,527,459,570
Myo5a,1454,1425,1050,954,1026,1040,665,536,682
Myo5c,1,0,1,0,4,0,0,1,0
Gnb5,50,65,51,44,68,66,46,41,47
Bcl2l10,0,0,2,0,0,0,0,0,0
Mapk6,2340,2050,2596,2103,3204,3060,1384,1146,1682
4933433G15Rik,2,2,0,1,6,1,4,0,2
Leo1,467,405,359,257,352,415,220,184,300
Gm7972,8,8,17,14,15,16,5,4,11
Tmod3,2693,2171,1743,1947,2534,2115,2096,1830,2416
Tmod2,1,1,5,3,0,0,4,14,5
Lysmd2,0,3,1,1,0,0,3,0,3
Scg3,0,0,3,4,0,0,0,9,0
Bmp5,1,0,1,0,1,0,0,0,0
Hmgcll1,0,0,0,1,0,0,1,1,0
Gfral,0,0,0,0,0,0,0,0,0
Hcrtr2,0,0,0,0,0,0,0,1,0
Fam83b,0,0,0,0,0,1,0,0,0
Tinag,0,0,0,0,0,0,2,0,0
Mlip,0,0,1,0,0,0,0,0,0
5730403I07Rik,0,0,0,0,0,0,0,0,0
Lrrc1,12,15,4,5,3,5,5,17,9
Klhl31,0,0,0,0,0,0,0,0,0
Gclc,669,660,921,431,691,1023,338,309,403
Elovl5,2408,2039,1505,1542,2026,1838,1558,1255,1691
Gcm1,0,0,0,0,0,0,0,0,0
Fbxo9,410,280,289,218,320,343,278,236,323
Cilk1,263,206,115,180,210,109,200,175,258
Rn7sk,20,15,45,18,16,35,16,14,18
C920006O11Rik,16,9,4,8,8,10,9,3,14
Gsta4,2,2,2,2,0,2,0,3,0
Gsta1,0,0,0,0,0,0,0,0,0
Gm3776,0,0,0,0,0,0,0,0,0
Gm10639,0,0,0,0,0,0,0,0,0
Omt2a,0,0,0,0,0,0,0,0,0
Omt2b,0,0,0,0,0,0,0,0,0
Gsta2,0,0,0,0,0,0,0,0,0
Dppa5a,0,0,0,0,0,0,0,0,0
Ooep,0,0,0,0,0,0,0,0,0
Ddx43,36,44,56,20,49,46,20,12,27
Cgas,534,487,244,109,104,239,160,112,190
Mto1,303,349,165,146,192,214,173,128,216
Eef1a1,36071,32600,26025,24685,35620,31821,23469,20138,27423
LOC115487230,0,1,1,0,0,1,0,0,0
Slc17a5,326,263,397,449,620,452,375,297,435
Cd109,5,3,0,0,4,0,5,6,1
Gm10635,0,0,0,0,0,0,0,0,0
Col12a1,1,0,0,2,0,2,1,0,0
Cox7a2,925,866,460,372,595,540,353,314,446
Tmem30a,2215,2030,1602,1414,1873,1909,1599,1353,1684
4930429F24Rik,0,0,0,0,0,0,0,0,0
Filip1,2,0,0,0,0,0,0,0,0
Senp6,660,614,633,585,783,783,520,454,641
Myo6,947,813,577,485,650,699,640,475,712
Gm27227,16,9,12,9,8,13,15,6,9
Impg1,0,0,0,0,0,0,0,0,0
Htr1b,0,0,1,0,1,0,0,2,0
D430036J16Rik,0,0,0,0,0,0,0,0,0
Mei4,0,0,0,0,0,0,0,0,0
Irak1bp1,15,21,16,11,20,18,5,15,13
Phip,1319,1282,853,943,1216,1131,1039,868,1124
Hmgn3,3,5,0,2,0,1,1,1,1
Gm27216,0,0,0,0,0,0,0,0,0
Lca5,62,71,14,18,12,11,21,16,29
Gm2087,0,0,0,0,0,0,0,0,0
Sh3bgrl2,2218,2011,1276,1144,1471,1543,1227,1068,1409
Gm2109,0,0,0,0,0,0,0,0,0
Elovl4,1,2,1,2,0,0,0,3,0
Ttk,352,344,35,41,30,38,53,24,44
Bckdhb,499,379,565,446,677,727,345,307,429
4930554C24Rik,0,0,0,0,0,0,0,0,0
Tent5a,675,514,357,396,646,508,581,449,712
Ibtk,741,670,293,269,303,355,283,221,303
Tpbg,0,0,2,1,1,1,0,0,0
Ube2cbp,10,11,4,4,4,3,2,3,4
Dop1a,650,639,600,441,674,742,500,409,689
Pgm3,360,353,227,201,272,264,191,173,240
Rwdd2a,10,22,10,13,15,6,10,16,12
Me1,8,23,15,3,6,8,5,5,2
A330041J22Rik,0,0,0,0,0,0,1,0,1
Prss35,0,0,0,0,0,0,0,0,0
Snap91,1,0,2,1,0,0,0,9,0
Ripply2,0,0,0,0,0,0,0,0,0
Cyb5r4,761,773,317,355,392,445,433,354,441
Mrap2,3,0,0,3,2,3,2,2,0
Cep162,302,295,105,121,87,101,112,123,195
Tbx18,0,0,0,0,0,0,0,0,0
Gm51281,0,0,0,0,0,0,0,0,0
Nt5e,523,545,571,597,691,655,451,264,482
Snx14,666,606,377,546,577,455,563,439,633
Syncrip,2342,2177,1838,1266,1781,2173,1268,933,1452
Snhg5,181,174,111,109,99,103,81,75,73
Zfp949,97,74,62,42,92,81,58,74,90
Trim43a,0,0,1,0,0,0,0,0,1
9430037G07Rik,3,8,2,0,1,0,1,1,4
Mthfsl,83,60,48,58,79,85,66,42,65
Bcl2a1d,198,151,245,248,364,293,228,227,276
Gm10634,0,0,0,0,0,0,0,0,0
Trim43c,5,3,3,2,4,8,3,2,3
9330159M07Rik,10,5,8,10,13,4,2,5,6
Gm26611,0,1,1,1,0,0,1,0,1
Gm2396,2,2,3,2,6,10,1,0,2
Bcl2a1a,297,246,332,328,483,393,358,301,369
Trim43b,1,0,2,0,0,0,0,0,0
4930579C12Rik,0,0,1,0,1,0,0,0,1
Bcl2a1b,720,536,733,737,1146,886,739,614,805
Mthfs,60,63,24,60,67,67,40,40,39
Minar1,1,0,0,0,0,2,0,0,1
Tmed3,849,796,536,482,613,606,473,421,559
Ankrd34c,0,0,0,0,0,0,0,0,0
Mir184,0,0,0,0,0,0,0,0,0
4930524O08Rik,0,0,0,0,0,0,0,0,0
Rasgrf1,0,0,5,6,1,0,1,6,1
Ctsh,3151,2725,2503,2364,3616,3188,2761,2406,3337
Morf4l1,1543,1550,1095,1034,1419,1385,978,785,1094
Adamts7,0,0,2,0,0,0,0,0,0
Tbc1d2b,506,471,224,332,389,299,411,315,541
Gm28703,0,0,0,0,0,0,0,0,0
Zic1,0,0,4,8,0,0,1,14,0
Zic4,0,0,0,0,0,0,0,4,0
Plscr5,6,1,1,3,4,7,1,3,7
Plscr1,1117,791,850,694,889,1020,653,584,800
Mir6386,6,4,8,5,11,10,8,7,3
Plscr2,6,2,10,0,4,2,2,1,5
1700057G04Rik,0,0,0,0,0,0,0,0,0
Plscr4,171,182,129,142,161,153,146,108,174
B430319G15Rik,1,1,0,0,0,2,2,0,1
Plod2,22,7,5,3,2,7,8,9,6
4933400C23Rik,0,0,0,0,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0,0,0,0
Gm31957,0,0,0,0,0,0,1,0,0
Dipk2a,361,273,196,277,341,248,441,363,531
Slc9a9,109,85,177,127,276,251,208,165,206
Mir7656,0,0,0,0,0,0,0,0,0
Chst2,2,0,2,1,4,2,3,6,3
U2surp,1490,1258,957,773,1027,1074,777,619,840
Paqr9,0,0,0,0,0,0,0,1,0
Pcolce2,0,1,1,0,0,0,4,1,3
Trpc1,0,1,1,0,1,2,2,1,2
Pls1,0,1,3,0,0,1,2,2,1
1700065D16Rik,7,9,2,1,5,4,1,0,5
Atr,447,431,244,205,292,288,314,192,282
Xrn1,820,553,782,569,822,843,626,485,663
Gk5,147,136,88,126,219,116,136,74,118
Tfdp2,299,194,128,151,219,157,189,147,205
Atp1b3,3069,2641,2787,2163,3190,3271,2143,1916,2645
Rnf7,449,438,364,289,371,428,222,206,278
Gm28729,0,0,0,0,0,0,0,0,0
Rasa2,317,226,209,163,287,253,145,132,192
Zbtb38,418,335,386,215,435,518,236,201,270
E030011O05Rik,0,0,1,2,1,1,0,0,0
C430002N11Rik,0,0,0,0,0,0,0,0,0
Pxylp1,1,1,1,0,1,2,3,1,1
Spsb4,12,12,2,1,1,1,0,1,2
Slc25a36,536,448,400,448,550,440,490,376,461
Gm33302,0,0,0,1,0,1,0,0,0
Trim42,7,3,3,5,1,3,10,3,4
Clstn2,1,0,1,2,0,0,3,1,2
4921534H16Rik,0,0,0,0,0,0,0,0,0
Nmnat3,59,52,45,55,68,73,52,32,40
Rbp1,0,2,10,3,12,8,3,0,4
Rbp2,0,0,0,0,0,0,0,0,0
4930579K19Rik,6,0,0,0,3,0,1,2,3
Copb2,2392,2320,1449,1233,1667,1770,1205,1022,1481
Mrps22,237,244,108,86,98,153,89,72,87
E330023G01Rik,0,0,0,0,0,0,0,0,0
Prr23a1,0,0,0,0,0,0,0,0,0
Prr23a2,0,0,0,0,0,0,0,0,0
Prr23a3,0,0,1,0,2,0,0,0,0
7420426K07Rik,0,0,0,0,0,0,0,0,0
Foxl2os,0,0,0,0,0,0,0,0,0
Foxl2,0,0,0,0,0,0,0,0,0
Faim,322,287,238,186,311,286,212,203,214
Gm1123,1,0,1,0,2,0,0,0,3
Pik3cb,529,498,340,330,448,472,321,252,329
Faiml,0,0,0,0,0,0,1,0,0
Cep70,230,170,111,123,130,164,101,99,97
4930422M22Rik,15,9,18,4,3,5,2,0,16
Esyt3,5,4,13,9,13,18,6,3,1
Mras,5,1,13,5,8,14,1,4,3
Nme9,3,4,0,2,1,0,0,0,0
1600029I14Rik,0,0,0,0,0,0,0,0,0
Armc8,351,315,239,189,206,323,194,165,263
Dbr1,231,202,129,94,151,141,85,57,108
A4gnt,0,0,0,0,0,0,0,0,0
Dzip1l,1,0,2,0,0,0,0,1,0
Cldn18,2,8,22,20,39,39,14,7,9
Sox14,0,0,0,0,0,0,0,0,0
4930519F24Rik,0,0,0,0,0,0,0,0,0
Il20rb,68,40,65,51,119,66,21,17,33
Nck1,772,806,490,385,421,541,613,512,721
Slc35g2,3,13,3,7,8,8,2,7,6
Stag1,1327,1210,595,619,890,671,616,519,684
Pccb,397,401,212,173,300,314,221,161,259
Msl2,1141,985,689,774,1126,1003,891,694,993
Ppp2r3a,103,71,66,33,50,52,30,29,42
Gm28979,0,0,0,0,0,0,0,0,0
Ephb1,0,0,0,1,0,0,0,4,0
Mir7243,0,0,0,0,0,0,0,0,0
Ky,0,1,0,0,1,2,1,1,3
Cep63,245,186,159,201,243,191,223,148,280
Anapc13,277,247,96,101,143,150,143,112,159
Amotl2,1,1,2,0,4,1,1,4,1
Gm5627,0,0,0,0,0,0,0,0,0
Ryk,6,9,3,0,3,5,1,5,4
Slco2a1,5,2,10,8,9,5,10,6,11
Rab6b,120,109,41,85,93,76,137,97,155
Srprb,819,798,415,360,462,479,405,307,462
Trf,19782,15894,15687,15686,23473,21621,15056,12370,17552
1300017J02Rik,3,0,2,0,0,0,0,0,0
Topbp1,2497,2457,536,447,613,572,580,414,659
Cdv3,1312,1269,734,649,927,936,681,607,775
5830418P13Rik,0,0,1,0,0,0,0,0,0
Bfsp2,0,0,0,0,1,0,0,0,1
Tmem108,0,0,0,1,0,0,0,0,0
4932413F04Rik,0,0,0,0,0,0,0,0,0
Gm29154,0,0,0,0,0,0,0,0,0
Gm33054,0,0,0,0,0,0,0,0,0
Nphp3,96,85,75,46,103,72,48,36,68
Uba5,726,699,449,424,565,534,474,428,507
Acad11,324,288,115,174,184,134,187,155,237
Ackr4,14,16,9,4,2,10,7,6,19
Dnajc13,2022,1857,1282,1098,1326,1562,1119,910,1300
Acpp,5,0,3,1,2,2,2,1,1
Gm28548,0,0,0,0,0,0,0,0,0
Mir2136,0,0,0,0,0,0,0,0,0
Cpne4,0,2,2,0,4,1,0,1,1
Mrpl3,477,479,354,233,383,407,269,180,286
Nudt16,151,95,88,127,137,112,109,81,129
Nudt16l2,0,0,0,0,1,0,0,0,0
Nek11,0,0,0,0,2,0,0,1,0
Aste1,105,89,88,86,79,105,54,36,71
Atp2c1,1672,1489,1173,1430,1736,1540,1454,1226,1741
Pik3r4,524,470,312,340,427,427,387,243,466
Col6a6,0,0,0,0,0,0,0,0,0
Col6a5,0,0,0,0,0,0,0,0,0
Col6a4,2,1,1,9,2,0,0,0,0
Glyctk,34,25,15,13,13,20,17,15,23
Mir135a-1,1,1,0,0,0,1,0,1,1
Wdr82,1192,1134,746,600,803,893,684,523,799
Mirlet7g,0,0,0,0,0,0,0,0,0
Ppm1m,471,413,223,247,320,281,300,244,391
Twf2,1144,921,549,474,672,561,722,591,843
Tlr9,10,0,7,9,7,16,8,3,12
Alas1,2733,2723,2572,2216,1926,2510,2606,1915,2778
Poc1a,281,289,36,29,42,52,47,31,63
Dusp7,534,500,247,184,269,349,498,343,607
Rpl29,1202,1076,401,410,654,511,535,569,637
Acy1,323,254,276,236,347,301,276,165,287
Abhd14a,91,99,62,40,73,68,70,54,58
Abhd14b,251,219,171,173,227,155,220,161,277
Pcbp4,72,63,31,35,21,32,35,38,41
Gpr62,1,0,1,0,0,1,2,2,2
Parp3,923,962,550,616,597,649,842,617,881
Rrp9,366,354,329,186,259,363,199,125,249
Iqcf1,0,0,0,0,0,2,0,0,0
Iqcf5,0,0,0,0,0,0,0,0,0
Iqcf3,0,0,0,0,0,0,0,0,0
Iqcf4,0,0,0,0,0,1,0,0,0
Iqcf6,0,0,0,0,0,0,0,0,0
Grm2,0,0,1,2,0,0,0,0,0
Tex264,894,839,715,667,889,942,603,479,688
Rad54l2,595,482,500,408,629,593,311,283,463
Dcaf1,359,330,249,266,321,348,298,255,352
Rbm15b,670,699,479,425,667,577,447,401,559
Manf,2175,2546,1139,1163,1525,1014,1024,860,1170
Dock3,16,9,3,2,4,0,4,1,3
AA543401,0,0,0,0,0,0,0,0,0
Mapkapk3,1459,1075,1094,1079,1407,1351,1274,1016,1360
Cish,162,156,625,257,583,588,363,207,378
Hemk1,80,75,64,39,49,51,44,31,60
6430571L13Rik,0,1,8,6,12,2,1,2,2
Cacna2d2,1,0,0,2,1,1,0,2,0
Tmem115,417,371,348,289,404,392,276,212,337
Cyb561d2,157,117,96,72,96,96,70,56,85
Nprl2,203,181,99,91,111,114,130,98,132
Zmynd10,1,4,3,1,2,0,1,0,3
Gm34106,0,2,1,1,1,1,1,1,1
Rassf1,567,418,500,556,842,661,416,335,488
Gm9917,420,336,425,436,621,458,306,251,371
Tusc2,224,249,141,144,135,184,141,137,192
Hyal2,155,124,119,86,84,131,115,104,134
Hyal1,10,10,10,3,8,4,9,3,13
Naa80,100,69,60,45,73,63,72,54,76
Hyal3,0,3,1,3,0,1,3,0,6
Ifrd2,273,299,169,70,101,176,113,48,122
Lsmem2,6,4,4,3,5,15,2,1,0
Sema3b,0,1,2,1,2,6,1,2,2
Gnai2,11179,9616,7472,6311,9337,8915,6388,5181,7795
Slc38a3,0,0,4,1,0,0,0,4,0
